lineage	min	q1	mean	median	q3	max
1;3;165;997;2149;6034;35484;153910	0.51	0.63	0.75	0.75	0.87	0.99
1;3;165;997;2149;6034;35539;169010	0.071	0.1305	0.417	0.19	0.59	0.99
1;3;165;997;2149;6049;21020;186841*	0.042	0.184	0.5007941176470588	0.3955	0.99	0.99
1;3;165;997;2149;6049;22059;102606*	0.049	0.4345	0.7321052631578947	0.99	0.99	0.99
1;3;165;997;2149;6049;30146;107695	0.0	0.038	0.06766666666666667	0.076	0.1015	0.127
1;3;165;997;2149;6049;30146;118098	0.041	0.087	0.4478	0.131	0.99	0.99
1;3;165;997;2149;6049;30146;129867	0.0	0.1815	0.5938189655172413	0.8665	0.99	0.99
1;3;165;997;2149;6049;30146;161902	0.093	0.261	0.6121666666666666	0.6915	0.99	0.99
1;3;165;997;2149;6049;30146;170441	0.0	0.99	0.8850833333333333	0.99	0.99	0.99
1;3;165;997;2149;6049;30146;177624	0.0	0.27075000000000005	0.57375	0.5485	0.99	0.99
1;3;165;997;2149;6049;30146;181768	0.002	0.17375	0.44683333333333336	0.183	0.99	0.99
1;3;165;997;2149;6049;30146;186184	0.0	0.1255	0.5684230769230769	0.565	0.99	0.99
1;3;165;997;2149;6198;21839;106743	0.0	0.192	0.4659090909090909	0.26	0.99	0.99
1;3;165;997;2149;6198;21839;157212	0.0	0.8554999999999999	0.8026	0.99	0.99	0.99
1;3;165;997;2149;6198;21839;95966	0.083	0.1755	0.48615	0.386	0.81	0.99
1;3;165;997;2149;6198;22942;185601*	0.031	0.211	0.6172307692307691	0.779	0.99	0.99
1;3;165;997;2149;6198;24401;113856	0.09	0.99	0.7958888888888889	0.99	0.99	0.99
1;3;165;997;2149;6198;24401;121792	0.0	0.25775000000000003	0.6010833333333333	0.6759999999999999	0.99	0.99
1;3;165;997;2149;6198;24401;145117	0.0	0.99	0.9	0.99	0.99	0.99
1;3;165;997;2149;6198;24401;147980	0.352	0.352	0.352	0.352	0.352	0.352
1;3;165;997;2149;6198;24401;154565	0.036	0.27449999999999997	0.513	0.513	0.7515000000000001	0.99
1;3;165;997;2149;6198;24401;157043	0.073	0.501	0.7192857142857143	0.99	0.99	0.99
1;3;165;997;2149;6198;24401;164709	0.0	0.269	0.6477999999999999	0.99	0.99	0.99
1;3;165;997;2149;6198;26652;180543*	0.0	0.127	0.6787647058823529	0.99	0.99	0.99
1;3;165;997;2149;6198;27275;119347	0.0	0.1315	0.5137380952380952	0.3285	0.99	0.99
1;3;165;997;2149;6198;27275;131769	0.0	0.1245	0.64925	0.99	0.99	0.99
1;3;165;997;2149;6198;27275;148270	0.023	0.13499999999999998	0.41612499999999997	0.27049999999999996	0.702	0.99
1;3;165;997;2149;6198;27275;167827	0.006	0.111	0.40558823529411764	0.293	0.5865	0.99
1;3;165;997;2149;6198;27275;180911	0.199	0.419	0.7138571428571429	0.99	0.99	0.99
1;3;165;997;2149;6198;27275;94238	0.0	0.066	0.5137058823529412	0.429	0.99	0.99
1;3;165;997;2149;6198;33888;104979	0.0	0.10925	0.5071	0.257	0.99	0.99
1;3;165;997;2149;6198;33888;191398	0.0	0.091	0.40208888888888894	0.272	0.99	0.99
1;3;165;997;2149;6198;35257;107400	0.044	0.43725	0.7635000000000001	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;117103	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;117447	0.0	0.243	0.7083243243243242	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;126771	0.04	0.331	0.69175	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;127349	0.085	0.108	0.5558	0.606	0.99	0.99
1;3;165;997;2149;6198;35257;134473	0.155	0.99	0.8893333333333333	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;134812	0.0	0.112	0.5914736842105263	0.657	0.99	0.99
1;3;165;997;2149;6198;35257;136022	0.036	0.11224999999999999	0.6324	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;138858	0.067	0.99	0.8839452054794521	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;139296	0.089	0.9005	0.8382499999999999	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;139780	0.067	0.99	0.838	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;140022	0.0	0.243	0.626	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;141446	0.0	0.09	0.4572380952380953	0.27	0.99	0.99
1;3;165;997;2149;6198;35257;151780	0.143	0.396	0.7496666666666667	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;159670	0.0	0.99	0.8251830985915493	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;164903	0.127	0.1865	0.6519166666666667	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;167026	0.036	0.99	0.8557894736842107	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;169918	0.0	0.99	0.8832692307692308	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;170600	0.0	0.99	0.8746503496503497	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;176911	0.0	0.20575	0.6763636363636363	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;189251	0.293	0.81575	0.81575	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;192170	0.605	0.89375	0.89375	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;86816	0.143	0.99	0.8641379310344827	0.99	0.99	0.99
1;3;165;997;2149;6198;35257;89542	0.048	0.3625	0.6455714285714286	0.747	0.99	0.99
1;3;165;997;2149;6198;36051;101076	0.0	0.0315	0.3095	0.124	0.402	0.99
1;3;165;997;2149;6198;36051;129865	0.0	0.0475	0.5266666666666667	0.59	0.99	0.99
1;3;165;997;2149;6198;36051;136295	0.0	0.1455	0.48983333333333334	0.3895	0.99	0.99
1;3;165;997;2149;6198;36051;140663	0.0	0.0995	0.47650000000000003	0.27349999999999997	0.99	0.99
1;3;165;997;2149;6198;36051;151096	0.0	0.15425	0.48662500000000003	0.4215	0.99	0.99
1;3;165;997;2149;6198;36051;188108	0.026	0.22749999999999998	0.6344285714285715	0.99	0.99	0.99
1;3;165;997;2149;6198;36051;86549	0.0	0.14600000000000002	0.5457368421052632	0.242	0.99	0.99
1;3;165;997;2149;6198;37784;105276	0.0	0.182	0.6033333333333333	0.6855	0.99	0.99
1;3;165;997;2149;6198;37784;133983	0.729	0.79425	0.8594999999999999	0.8594999999999999	0.92475	0.99
1;3;165;997;2149;6198;37784;137766	0.0	0.16	0.642225	0.99	0.99	0.99
1;3;165;997;2149;6198;37784;153939	0.0	0.3225	0.6886363636363636	0.99	0.99	0.99
1;3;165;997;2149;6198;38138;93812*	0.102	0.13	0.4766	0.399	0.762	0.99
1;3;165;997;2149;6198;42142;111703	0.0	0.38675	0.690625	0.99	0.99	0.99
1;3;165;997;2149;6198;42142;112107	0.0	0.18025	0.550590909090909	0.4235	0.99	0.99
1;3;165;997;2149;6198;42142;145355	0.0	0.09	0.46015999999999996	0.357	0.99	0.99
1;3;165;997;2149;6198;42142;88417	0.158	0.1825	0.20700000000000002	0.20700000000000002	0.2315	0.256
1;3;165;997;2149;6198;42358;168057*	0.0	0.089	0.508	0.265	0.99	0.99
1;3;165;997;2149;6198;42579;114547*	0.051	0.38275000000000003	0.6291	0.7095	0.99	0.99
1;3;165;997;2149;6198;42873;100860	0.695	0.7687499999999999	0.8425	0.8425	0.91625	0.99
1;3;165;997;2149;6198;42873;119864	0.079	0.385	0.7056153846153846	0.99	0.99	0.99
1;3;165;997;2149;6198;42873;128347	0.0	0.172	0.5546896551724138	0.551	0.99	0.99
1;3;165;997;2149;6198;42873;171364	0.0	0.1335	0.47246666666666665	0.276	0.921	0.99
1;3;165;997;2149;6198;42873;186940	0.127	0.406	0.7524444444444445	0.99	0.99	0.99
1;3;165;997;2149;6198;42873;84481	0.0	0.29874999999999996	0.63	0.7885	0.99	0.99
1;3;165;997;2149;6198;43245;152212*	0.0	0.22775	0.5801000000000001	0.606	0.99	0.99
1;3;165;997;2149;6198;43322;87330*	0.0	0.17075	0.5215243902439024	0.359	0.99	0.99
1;3;165;997;2149;6198;44396;187669*	0.066	0.192	0.4147142857142857	0.275	0.594	0.99
1;3;165;997;2149;6215;30667;102859	0.0	0.17725	0.46948684210526315	0.3025	0.99	0.99
1;3;165;997;2149;6215;30667;116893	0.0	0.13175	0.43682236842105265	0.2955	0.7755	0.99
1;3;165;997;2149;6215;30667;188281	0.0	0.132	0.41819683481701286	0.273	0.725	0.99
1;3;165;997;2149;6215;30667;95624	0.0	0.153	0.4356410256410256	0.35	0.751	0.99
1;3;165;997;2149;6251;32295*;130819*	0.0	0.1895	0.6086451612903225	0.761	0.99	0.99
1;3;165;997;2149;6256;39667*;192655*	0.218	0.218	0.218	0.218	0.218	0.218
1;3;165;997;2149;6352;31185;115229	0.101	0.27225	0.6838636363636363	0.99	0.99	0.99
1;3;165;997;2149;6352;31185;124566	0.0	0.298	0.750256880733945	0.99	0.99	0.99
1;3;165;997;2149;6352;31185;141907	0.013	0.013	0.013	0.013	0.013	0.013
1;3;165;997;2149;6352;31185;147614	0.243	0.471	0.7764	0.99	0.99	0.99
1;3;165;997;2149;6352;31185;150752	0.074	0.18925	0.6150833333333333	0.8160000000000001	0.99	0.99
1;3;165;997;2149;6352;31185;158344	0.0	0.141	0.6743809523809523	0.99	0.99	0.99
1;3;165;997;2149;6352;31185;167146	0.177	0.177	0.177	0.177	0.177	0.177
1;3;165;997;2149;6352;31185;174462	0.0	0.191	0.6795238095238095	0.99	0.99	0.99
1;3;165;997;2149;6352;31185;85228	0.0	0.293	0.7170701754385964	0.99	0.99	0.99
1;3;165;997;2149;6507;20024;142597	0.182	0.3255	0.6291333333333333	0.606	0.99	0.99
1;3;165;997;2149;6507;20024;95683	0.036	0.221	0.4905	0.40800000000000003	0.78825	0.99
1;3;165;997;2149;6530;29927*;159498*	0.138	0.15975	0.36575	0.1675	0.3735	0.99
1;3;165;997;2149;6563;20686;167126	0.069	0.13574999999999998	0.2025	0.163	0.185	0.588
1;3;165;997;2149;6588;20566;159873	0.064	0.527	0.6813333333333333	0.99	0.99	0.99
1;3;165;997;2149;6588;20566;173760	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;6588;33350;111791	0.0	0.1005	0.451	0.416	0.775	0.99
1;3;165;997;2149;6588;33350;179919	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;6605;27323;189836*	0.167	0.428	0.7856153846153846	0.99	0.99	0.99
1;3;165;997;2149;6605;37553;139400*	0.127	0.1645	0.25233333333333335	0.202	0.315	0.428
1;3;165;997;2149;6605;37827;140250	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;6605;37827;91179	0.036	0.513	0.672	0.99	0.99	0.99
1;3;165;997;2149;6620;38958;102367	0.0	0.078	0.345	0.231	0.4785	0.99
1;3;165;997;2149;6620;38958;148466	0.0	0.28400000000000003	0.6788	0.99	0.99	0.99
1;3;165;997;2149;6620;38958;163828	0.008	0.152	0.494952380952381	0.428	0.99	0.99
1;3;165;997;2149;6620;38958;169313	0.0	0.34	0.6317575757575757	0.721	0.99	0.99
1;3;165;997;2149;6620;38958;85612	0.0	0.298	0.716065945945946	0.99	0.99	0.99
1;3;165;997;2149;6620;39527;109114	0.0	0.15125	0.5355263157894737	0.479	0.99	0.99
1;3;165;997;2149;6620;39527;142887	0.0	0.119	0.3913559322033898	0.247	0.622	0.99
1;3;165;997;2149;6620;39527;184899	0.036	0.09975	0.23124999999999998	0.1515	0.24725	0.99
1;3;165;997;2149;6763;33777;105624*	0.434	0.434	0.434	0.434	0.434	0.434
1;3;165;997;2149;6763;43751;118113	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;6763;43751;166877	0.331	0.41075	0.49050000000000005	0.49050000000000005	0.57025	0.65
1;3;165;997;2149;6763;43751;82873	0.51	0.51	0.51	0.51	0.51	0.51
1;3;165;997;2149;6775;40032*;146391*	0.036	0.21725	0.6197777777777778	0.798	0.99	0.99
1;3;165;997;2149;6883;23690*;109188*	0.0	0.358	0.6556923076923076	0.99	0.99	0.99
1;3;165;997;2149;7116;24464;126078	0.0	0.191	0.5848184073990526	0.606	0.99	0.99
1;3;165;997;2149;7116;24464;94926	0.0	0.177	0.5377580177943306	0.451	0.99	0.99
1;3;165;997;2149;7154;21868;145950	0.0	0.4045	0.7583584229390681	0.99	0.99	0.99
1;3;165;997;2149;7154;21868;177306	0.0	0.104	0.5238333333333333	0.434	0.99	0.99
1;3;165;997;2149;7154;21868;92892	0.0	0.2575	0.6721612903225807	0.99	0.99	0.99
1;3;165;997;2149;7154;23482;119344	0.0	0.14625	0.475875	0.3595	0.99	0.99
1;3;165;997;2149;7154;23482;80377	0.51	0.75	0.8300000000000001	0.99	0.99	0.99
1;3;165;997;2149;7154;24295;171715	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7154;24295;97121	0.0	0.239	0.6584193548387097	0.853	0.99	0.99
1;3;165;997;2149;7154;24486;131675*	0.0	0.16249999999999998	0.56136	0.411	0.99	0.99
1;3;165;997;2149;7154;26287;179555*	0.0	0.182	0.53268	0.394	0.99	0.99
1;3;165;997;2149;7154;26468;159610*	0.0	0.161	0.5814473684210526	0.606	0.99	0.99
1;3;165;997;2149;7154;27245;104593	0.0	0.127	0.4597647058823529	0.255	0.99	0.99
1;3;165;997;2149;7154;27245;148496	0.114	0.20975	0.6006	0.6715	0.99	0.99
1;3;165;997;2149;7154;27245;164977	0.029	0.2955	0.644909090909091	0.983	0.99	0.99
1;3;165;997;2149;7154;27245;174230	0.128	0.298	0.6201111111111111	0.753	0.99	0.99
1;3;165;997;2149;7154;27245;81506	0.003	0.3505	0.6286428571428572	0.724	0.99	0.99
1;3;165;997;2149;7154;27245;86348	0.06	0.25075000000000003	0.6130555555555556	0.625	0.99	0.99
1;3;165;997;2149;7154;27898;128299	0.0	0.16499999999999998	0.50965625	0.33399999999999996	0.99	0.99
1;3;165;997;2149;7154;27898;133291	0.0	0.152	0.5410307692307692	0.473	0.99	0.99
1;3;165;997;2149;7154;27898;177705	0.0	0.12100000000000001	0.48219047619047617	0.34199999999999997	0.99	0.99
1;3;165;997;2149;7154;27898;83649	0.0	0.155	0.625	0.99	0.99	0.99
1;3;165;997;2149;7154;30921;117394	0.0	0.125	0.4791011235955056	0.377	0.99	0.99
1;3;165;997;2149;7154;30921;140865	0.0	0.17149999999999999	0.6140285714285714	0.99	0.99	0.99
1;3;165;997;2149;7154;30921;179022	0.0	0.293	0.6418484848484849	0.631	0.99	0.99
1;3;165;997;2149;7154;30921;81425	0.0	0.15175	0.5951764705882353	0.726	0.99	0.99
1;3;165;997;2149;7154;35530;167450*	0.0	0.145	0.5951428571428571	0.852	0.99	0.99
1;3;165;997;2149;7154;35729;104608*	0.0	0.20475	0.6156666666666667	0.798	0.99	0.99
1;3;165;997;2149;7154;35952;105705*	0.191	0.42974999999999997	0.7323333333333334	0.99	0.99	0.99
1;3;165;997;2149;7154;36261;129041	0.048	0.134	0.19316666666666663	0.16449999999999998	0.26549999999999996	0.359
1;3;165;997;2149;7154;36261;140618	0.0	0.127	0.4578633879781421	0.306	0.99	0.99
1;3;165;997;2149;7154;36261;150131	0.032	0.257	0.6929230769230769	0.99	0.99	0.99
1;3;165;997;2149;7154;36261;91724	0.0	0.127	0.5138113207547169	0.397	0.99	0.99
1;3;165;997;2149;7154;37412;145736*	0.0	0.176	0.621515625	0.99	0.99	0.99
1;3;165;997;2149;7154;42813;108923	0.0	0.12925	0.5782375	0.611	0.99	0.99
1;3;165;997;2149;7154;42813;119921	0.133	0.428	0.675	0.692	0.99	0.99
1;3;165;997;2149;7154;42813;125056	0.1	0.182	0.6047777777777777	0.568	0.99	0.99
1;3;165;997;2149;7154;42813;132189	0.0	0.156	0.5037142857142857	0.333	0.99	0.99
1;3;165;997;2149;7154;42813;140732	0.043	0.101	0.3998181818181818	0.182	0.767	0.99
1;3;165;997;2149;7154;42813;145917	0.141	0.2545	0.6368333333333334	0.773	0.99	0.99
1;3;165;997;2149;7154;42813;158815	0.429	0.58	0.7958000000000001	0.99	0.99	0.99
1;3;165;997;2149;7154;42813;162126	0.0	0.133	0.429	0.22	0.99	0.99
1;3;165;997;2149;7154;42813;162198	0.721	0.721	0.721	0.721	0.721	0.721
1;3;165;997;2149;7154;42813;176827	0.036	0.6045	0.7511	0.99	0.99	0.99
1;3;165;997;2149;7154;42813;190838	0.154	0.99	0.8228	0.99	0.99	0.99
1;3;165;997;2149;7154;42813;87829	0.0	0.14650000000000002	0.4916893203883495	0.379	0.99	0.99
1;3;165;997;2149;7154;42813;89130	0.0	0.054000000000000006	0.539375	0.6295	0.99	0.99
1;3;165;997;2149;7154;42813;92949	0.0	0.121	0.4476415094339623	0.293	0.99	0.99
1;3;165;997;2149;7154;42813;93499	0.0	0.14	0.5157466666666667	0.359	0.99	0.99
1;3;165;997;2149;7154;43650;146810*	0.0	0.182	0.564138888888889	0.4925	0.99	0.99
1;3;165;997;2149;7154;44319;92571*	0.0	0.20650000000000002	0.6124883720930232	0.787	0.99	0.99
1;3;165;997;2149;7247;43392*;129864*	0.0	0.167	0.5368138195777351	0.428	0.99	0.99
1;3;165;997;2149;7280;22921;111481*	0.159	0.5625	0.709	0.8434999999999999	0.99	0.99
1;3;165;997;2149;7280;25022;167627	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7280;25022;92440	0.0	0.359	0.7485862068965518	0.99	0.99	0.99
1;3;165;997;2149;7280;29966;133452*	0.089	0.99	0.8398333333333333	0.99	0.99	0.99
1;3;165;997;2149;7280;30107;163944*	0.298	0.471	0.644	0.644	0.817	0.99
1;3;165;997;2149;7280;34503;104212	0.0	0.1805	0.45915873015873016	0.334	0.8320000000000001	0.99
1;3;165;997;2149;7280;34503;111094	0.0	0.22375	0.5955999999999999	0.615	0.99	0.99
1;3;165;997;2149;7280;34503;119170	0.095	0.10300000000000001	0.111	0.111	0.119	0.127
1;3;165;997;2149;7280;34503;119841	0.293	0.46725	0.6415	0.6415	0.81575	0.99
1;3;165;997;2149;7280;34503;123581	0.078	0.39825	0.6796	0.8255	0.99	0.99
1;3;165;997;2149;7280;34503;165301	0.0	0.088	0.37830188679245286	0.252	0.57	0.99
1;3;165;997;2149;7280;34503;180457	0.127	0.29674999999999996	0.599625	0.517	0.99	0.99
1;3;165;997;2149;7280;36683;102618	0.185	0.185	0.185	0.185	0.185	0.185
1;3;165;997;2149;7280;36683;134343	0.182	0.586	0.7206666666666667	0.99	0.99	0.99
1;3;165;997;2149;7280;36683;158535	0.359	0.582	0.803125	0.99	0.99	0.99
1;3;165;997;2149;7280;36683;168332	0.013	0.031	0.44299999999999995	0.191	0.99	0.99
1;3;165;997;2149;7280;36683;172670	0.293	0.5277499999999999	0.71975	0.798	0.99	0.99
1;3;165;997;2149;7280;36683;185796	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;165;997;2149;7280;36683;91414	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7280;42090;131375*	0.068	0.99	0.8550833333333333	0.99	0.99	0.99
1;3;165;997;2149;7280;44404;100106*	0.0	0.29325	0.6236351351351351	0.702	0.99	0.99
1;3;165;997;2149;7324;26783;121361	0.0	0.6014999999999999	0.7597333333333334	0.99	0.99	0.99
1;3;165;997;2149;7324;26783;137051	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7324;26783;146083	0.0	0.12	0.3641111111111111	0.218	0.48150000000000004	0.99
1;3;165;997;2149;7324;26783;169927	0.04	0.12725	0.5897857142857142	0.6985	0.99	0.99
1;3;165;997;2149;7324;26783;182752	0.0	0.13899999999999998	0.4854583333333333	0.33499999999999996	0.99	0.99
1;3;165;997;2149;7324;27627;106596	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;165;997;2149;7324;27627;131762	0.814	0.9019999999999999	0.9313333333333333	0.99	0.99	0.99
1;3;165;997;2149;7324;27627;177071	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7324;27627;185482	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7324;27627;187485	0.81	0.81	0.81	0.81	0.81	0.81
1;3;165;997;2149;7324;27627;88046	0.127	0.47424999999999995	0.67425	0.79	0.99	0.99
1;3;165;997;2149;7324;27627;90794	0.096	0.096	0.096	0.096	0.096	0.096
1;3;165;997;2149;7324;42621;92108*	0.017	0.217	0.6365483870967742	0.99	0.99	0.99
1;3;165;997;2149;7500;20810;144922	0.182	0.749	0.7943333333333333	0.99	0.99	0.99
1;3;165;997;2149;7500;20810;174926	0.0	0.201	0.5751052631578947	0.606	0.99	0.99
1;3;165;997;2149;7500;20810;183258	0.0	0.101	0.165	0.202	0.2475	0.293
1;3;165;997;2149;7500;21486;88649*	0.0	0.21575	0.5812395833333334	0.5625	0.99	0.99
1;3;165;997;2149;7500;22529;99292*	0.0	0.167	0.5078297029702971	0.41	0.99	0.99
1;3;165;997;2149;7500;24482;113902	0.036	0.29825	0.6435714285714286	0.99	0.99	0.99
1;3;165;997;2149;7500;24482;170286	0.0	0.33975	0.7409629629629629	0.99	0.99	0.99
1;3;165;997;2149;7500;25502;104034	0.0	0.161	0.5303407682775713	0.429	0.99	0.99
1;3;165;997;2149;7500;25502;113429	0.0	0.14575	0.5200210843373494	0.42	0.99	0.99
1;3;165;997;2149;7500;26678;100690*	0.0	0.39975	0.6749047619047619	0.725	0.99	0.99
1;3;165;997;2149;7500;33539;105524	0.0	0.117	0.4237560728744939	0.282	0.81425	0.99
1;3;165;997;2149;7500;33539;186950	0.0	0.14325	0.48287735849056607	0.3435	0.99	0.99
1;3;165;997;2149;7500;33539;187251	0.0	0.22425	0.6248214285714286	0.721	0.99	0.99
1;3;165;997;2149;7500;40750;142496	0.0	0.293	0.6336	0.634	0.99	0.99
1;3;165;997;2149;7500;40750;152606	0.0	0.30975	0.7353947368421053	0.99	0.99	0.99
1;3;165;997;2149;7500;40750;90444	0.0	0.19	0.46841935483870967	0.365	0.99	0.99
1;3;165;997;2149;7500;40750;91657	0.0	0.196	0.6198333333333333	0.704	0.99	0.99
1;3;165;997;2149;7502;21368;127688*	0.089	0.3375	0.6465333333333334	0.626	0.99	0.99
1;3;165;997;2149;7502;39431;191354*	0.031	0.23375	0.5923333333333333	0.6759999999999999	0.99	0.99
1;3;165;997;2149;7514;20946;190495	0.271	0.6305000000000001	0.7503333333333333	0.99	0.99	0.99
1;3;165;997;2149;7514;20946;86477	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;165;997;2149;7515;40130;121876*	0.13	0.331	0.6248	0.683	0.99	0.99
1;3;165;997;2149;7526;20125;122332	0.0	0.134	0.4809230769230769	0.254	0.99	0.99
1;3;165;997;2149;7526;20125;173658	0.0	0.191	0.552811320754717	0.333	0.99	0.99
1;3;165;997;2149;7573;42013*;140568*	0.062	0.2025	0.5041739130434783	0.306	0.99	0.99
1;3;165;997;2149;7710;40907;157425	0.02	0.161	0.4631923076923077	0.28500000000000003	0.99	0.99
1;3;165;997;2149;7710;40907;86247	0.141	0.244	0.671	0.99	0.99	0.99
1;3;165;997;2149;7745;20986;128567	0.351	0.4405	0.53	0.53	0.6194999999999999	0.709
1;3;165;997;2149;7745;22828;119317*	0.424	0.487	0.7224	0.721	0.99	0.99
1;3;165;997;2149;7745;25117;112944	0.298	0.298	0.298	0.298	0.298	0.298
1;3;165;997;2149;7745;25117;183144	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7745;25117;84913	0.128	0.128	0.128	0.128	0.128	0.128
1;3;165;997;2149;7745;26005;152568	0.0	0.08524999999999999	0.3894	0.21350000000000002	0.6815	0.99
1;3;165;997;2149;7745;26005;171133	0.057	0.25775000000000003	0.5916818181818182	0.5549999999999999	0.99	0.99
1;3;165;997;2149;7745;29900;113416	0.0	0.305	0.6805714285714286	0.99	0.99	0.99
1;3;165;997;2149;7745;29900;140354	0.182	0.7635000000000001	0.8024545454545454	0.99	0.99	0.99
1;3;165;997;2149;7745;29900;180287	0.104	0.5529999999999999	0.7385714285714285	0.99	0.99	0.99
1;3;165;997;2149;7745;29900;86914	0.243	0.482	0.5616666666666666	0.721	0.721	0.721
1;3;165;997;2149;7745;31849;124911*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;165;997;2149;7745;35744;166045	0.0	0.08175	0.47325	0.4515	0.843	0.99
1;3;165;997;2149;7745;35744;188716	0.051	0.10600000000000001	0.42214285714285715	0.294	0.704	0.99
1;3;165;997;2149;7745;38769;125020*	0.062	0.062	0.062	0.062	0.062	0.062
1;3;165;997;2149;7745;41367;138949	0.0	0.158	0.41964285714285715	0.2845	0.7092499999999999	0.99
1;3;165;997;2149;7745;41367;168566	0.0	0.26525	0.56225	0.5265	0.99	0.99
1;3;165;997;2149;7810;29564;104817	0.191	0.90375	0.8239000000000001	0.99	0.99	0.99
1;3;165;997;2149;7810;29564;117970	0.0	0.25925	0.629090909090909	0.8554999999999999	0.99	0.99
1;3;165;997;2149;7810;33403;102527	0.0	0.0	0.0	0.0	0.0	0.0
1;3;165;997;2149;7810;33403;103681	0.036	0.4255	0.7395263157894737	0.99	0.99	0.99
1;3;165;997;2149;7810;33403;117824	0.127	0.80375	0.7889375	0.99	0.99	0.99
1;3;165;997;2149;7810;33403;119485	0.1	0.7365	0.8044285714285715	0.99	0.99	0.99
1;3;165;997;2149;7810;33403;158332	0.048	0.10775	0.362625	0.1555	0.51675	0.99
1;3;165;997;2149;7810;33403;160971	0.298	0.99	0.8580769230769231	0.99	0.99	0.99
1;3;165;997;2149;7810;33403;172127	0.0	0.10300000000000001	0.5279090909090909	0.58	0.99	0.99
1;3;165;997;2149;7810;33403;85649	0.009	0.19125	0.5048076923076923	0.3695	0.952	0.99
1;3;165;997;2149;7810;33403;89651	0.042	0.3575	0.7075	0.99	0.99	0.99
1;3;165;997;2149;7810;34376;104730	0.0	0.127	0.34076923076923077	0.204	0.415	0.99
1;3;165;997;2149;7810;34376;109511	0.0	0.99	0.792	0.99	0.99	0.99
1;3;165;997;2149;7810;41122;150564*	0.195	0.6705	0.7851428571428573	0.99	0.99	0.99
1;3;165;997;2149;7833;24784*;140416*	0.127	0.148	0.5766249999999999	0.54	0.99	0.99
1;3;165;997;2149;7847;20109;100067	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;165;997;2149;7847;20109;126422	0.167	0.99	0.8931515151515151	0.99	0.99	0.99
1;3;165;997;2149;7847;20109;142340	0.059	0.99	0.8038000000000001	0.99	0.99	0.99
1;3;165;997;2149;7847;20109;145373	0.075	0.15075	0.5213333333333333	0.4345	0.99	0.99
1;3;165;997;2149;7847;20109;146060	0.011	0.21475	0.6552857142857142	0.99	0.99	0.99
1;3;165;997;2149;7847;20109;152979	0.0	0.99	0.8363999999999999	0.99	0.99	0.99
1;3;165;997;2149;7847;20109;154235	0.0	0.2475	0.495	0.495	0.7424999999999999	0.99
1;3;165;997;2149;7847;20109;155145	0.0	0.1775	0.6486666666666667	0.99	0.99	0.99
1;3;165;997;2149;7847;20109;188324	0.043	0.2105	0.553875	0.6034999999999999	0.88125	0.99
